,Unnamed: 0,Unnamed: 1,SON ETİKET,Unnamed: 3
8004,Row820,"Sayın Cumhurbaşkanım, yıllardır sözde ermeni soykırımını nasıl ki şantaj aracı olarak kullandılar bu gavur parasınıda şantaj aracı olarak kullanmaya devam ediyor. MB ne faiz arttırsın nede dolar satsın. Bir tarafın karı öbür tarafın zararını dengeler. Faizler insin.
@RTErdogan",hiçbiri,
8005,Row837,Gavur uşaklığı yapacaksın yazıklarolsun... https://t.co/lABLcbpFAb,nefret,dini
8006,Row840,Size ne olum gâvur parasından🤪,hiçbiri,
8007,Row841,yüro gavur icadı,hiçbiri,
8008,Row873,Bu memlekette bizden olan ve bizden görünen ama kalbi gavur için çarpan çok vatan haini var. Bunlar aslında kendini gizlemiyor ve taraftar da buluyor. Çünkü yüz yılda öyle asimile olduk ki neredeyse yarıya yakınımız gavur ve gavur dostu oldu.,nefret,dini
8009,Row884,"gavur tarot falcısı beni umutlandırıyo, nolur anlattıkları gercekleşsin",hiçbiri,
8010,Row893,Bizim vatan sevgimizi gâvur parasıyla sınıyorlar... gelde gülme.,hiçbiri,
8011,Row907,Çok şık yapmış gavur be https://t.co/BONBG2p6Y3,hiçbiri,
8012,Row923,Olayın en acı  verici durumu doların yarın yükselmesine gülerek sevinen  gülen  zevk alan kansızlar  ulan gavur yapmıyor sizin yaptığınızı #dolar,nefret,dini
8013,Row957,gavur derken argoda gavur yani dini bir ima yok...,hiçbiri,
8014,Row959,ben gavur olsam full antalya'da beach'te takılırım yaz kış çerez parasına. ülke işgale uğrasa sahilleri özel timle korumaya alırlar amk turistler kaçmasın diye.,saldırgan,
8015,Row963,Ulan bu gavur orospu fern*azcılar nerden çıktı,nefret,dini
8016,Row1009,"+60 GURBETCİ, ALAMN, FRANSIZ, KANADA, NORVEÇ BENİ ALACAK..80 YAŞINI GÖRÜRSE BEZİNİ BİLE DEĞİŞTİRİRİM ALIN BENİ GAVUR KARI İSTİYORUM BEN",hiçbiri,
8017,Row1011,2.Mahmut fes giydirmek istediğinde gavur padişah ilan edilmişti.Aynı halk fes kaldırıldığı ve şapka devrimi yapıldığı için isyan etti.Yani bunların cahillikleriyle savaşılmaz ama olsun yine de susmamak lazım https://t.co/Db0AvDMRbe,hiçbiri,
8018,Row1015,"ŞEREFSİZLİK YAPMAYIN!..
#dolar Amerikan parası değil mi? Amerika gavur ve düşman değil mi? Biz Türk ve Müslüman değil miyiz? Amerikan gavurunun parasıyla bizim ne ilgimiz olabilir ki! Bizim ekonomimizle, piyasalarımızla, Merkez Bankamızla doların ne ilgisi olabilir ki!..",nefret,dini
8019,Row1024,gavur kuzenimden çaldığım 10doları bozdurma zamanı😎,hiçbiri,
8020,Row1033,Gavur parasin yükselmesine sevinenler bir oturup düşünsünler eminim kim olduklarini hatırlayacaklardır. #usdtry,hiçbiri,
8021,Row1052,Biz Dolar gavur parasıdır Dedikçe Millet Lebaleb Dolar alıyor.,hiçbiri,
8022,Row1053,Annem yabancı demek yerine gavur diyor,hiçbiri,
8023,Row1092,Binlerce Müslüman Anadolu Halkını astılar bu gavur uşakları. Allah'ın laneti bu keferelerin ve İslâm düşmanı putperest tapkanların üzerine olsun.. https://t.co/kpRPFAUhlX https://t.co/GOAKYLKB1e,nefret,dini
8024,Row1103,"Anlamadığım tek şey, Beşiktaş’a bu ligte neden gavur muamelesi yapılıyor!
Takım gol atar da, kaçırır da. Her seferinde neden hakkımız çok kolay çiğneniyor!?",nefret,dini
8025,Row1105,"Bizlere cahil diye çamur atan azgın azınlık şunu bilsinki, Osmanlı'yı da yıkanlarda bu soytarılar gibi kendinin bilgili ve tahsilli  diye öğünen gavur sevicilerdi!",nefret,dini
8026,Row1109,"..... öbür yandan @ahmetsimsirgil in fikirlerini kılavuz edinmek olmaz. Ya güzel ahlak ya da ırkcılık, antisemitizim, gavur-kafir retoriği. İkisi aynı anda samimiyetten uzak riyakarlıktır. Bizlere sövmeden önce nasıl bir müslüman görüntüsü sergilemek istediğinize karar verin.",hiçbiri,
8027,Row1132,Twitter gavur icadı 😜😜😜,hiçbiri,
8028,Row1141,"Modern zamanda gâvur da değişti ama eski dinine karışmadı, kılıf uydurmadı; ateist, deist, agnostik vs. oldu. Bizimkiler de hem dinsiz olmayayım hem de kâfire benzeyeyim diye dini şekilden şekile soktu. Hesap veremeyeceksiniz.
#MorHalkalıKapalılarÇıkarınAllahınAyetini",hiçbiri,
8029,Row1147,Gavur oğlu gavur alçağın en alası! https://t.co/eg51s3Xlgf,nefret,dini
8030,Row1153,"Gavur izmir'imizde yağmur sıkıntımız yok.‼
Biz gavurlar bıktık yağmurdan.😜😝😛
Hatta tüm barajlarımız %100 dolu.😄 https://t.co/00wSp2uwOt",hiçbiri,
8031,Row1174,"Yuh amk. Bjk bu ne lan 10 tane yabancı futbolcu var ilk onbirde.

Gavur takımı olmuşsunuz, andavallar. Yazıklar olsun. 
#BJKvFB",saldırgan,
8032,Row1180,"Güya gavur dediğiniz İngiltere'de yazılı anayasa yok. Neden? Çünkü herkes bir arada yaşamayı kabullenmiş ve aksi bir harekette bulunmak kimsenin haddine değil. Fakat biz Müslüman olduğumuz halde, bırakın sözlü olanı, yazılı olan anayasaya, yasalara bile uymuyoruz!",hiçbiri,
8033,Row1193,Ey yüce rab bir gün bu ülkeden gidiyorum diye twitt attır bu kuluna ABD /Kanada tercihim ancak her gavur ülkesi rizamdir,hiçbiri,
8034,Row1228,"Bu gavur dölleri ne anlar abdestten namazdan, lağam fareleri siz önce o pis kanlı ellerinizi yıkamayı öğrenin milleti kandirmak icin dini de alet ederler Kuran i da Abdesti Namazıda sizin gibi dinsiz imansızlar. ALLAH polislerimize askerlerimize yardim etsin",nefret,dini
8035,Row1238,gavur bebeleri daha pastadaki mumları söndüremezken bizim memleketteki bebeler bali çekiyor,hiçbiri,
8036,Row1243,Keşke dediğim zaman kendimi gavur gibi hissediyorum. Allahım affet,hiçbiri,
8037,Row1284,"Yılbaşı gavur günü diye kutlamayanlar İranın , mecusi  bayramını kutluyor.",hiçbiri,
8038,Row1292,"Eyyyy merkel bakta utan 
Dünya lideri olmak kolay değil pis gavur https://t.co/naR1YGLt37",nefret,dini
8039,Row1296,"Kusura bakmayın ama ben ülkemi karışık diye bırakıp bir yere gidemem hele başka gavur ülkesine...
Allah'ım nasip etme",hiçbiri,
8040,Row1300,"Şehit albay dimitroya,
Işte allah 'ın anlattığıda bu,
Sakin kimseye gavur kafir demeyin.
Eğer allah a inanıyor,allah 'ın elçilerinden birine biat ermişse,sakin karışmayın. 
Albay dimitroya şehit oldu,bu vatan için sen ne yapacaksın onu düşün. https://t.co/3M4Ud1hT6t",hiçbiri,
8041,Row1326,İnsan Hakları sözleşmesi önce Afrikalı çocukları sömüren devletleri durdursun.... Bre beyin yoksunu insanlar hangi gavur hangi mazlumun hakkını gözetmiş bu güne kadar? Kan emiciliklerinin üzerine örtü o sözleşmeler.. İstanbul sözleşmesi koruyabildi mi pkk'nın kaçırdığı kızları? https://t.co/dkmuRByaPw,nefret,dini
8042,Row1347,"Boru çıkartıp satmayalım diye gavur gavurluğunu yapıyor, ısrarla boron alacağım, ısrarla.Size karşı olan ne varsa elimden geleni yapacağım.Altından temizlik malzemesi kullanıyoruz.Hayırlı işler.",nefret,dini
8043,Row1401,"Yunan Sahil Güvenlik, Suriyeliler ülkesine girmesin diye karşıda demir atmış bekliyor. 

Bizim sahil güvenlik de ""Aman Suriyeliler bizim ülkemizden ayrılmasın, bizde kalsın, kaçmasınlar"" diye helikopterle sahili kontrol ediyor.

Gâvur mu akıllı, bizimkiler mi?!!!",hiçbiri,
8044,Row1412,"Arapça duaya değiliz mecbur
İster müslüman bil, istersen gavur
İnsan hor görmek en büyük küfür
Buna inanmışız, münkir değiliz.

We feel no compulsion for Arabic prayers
Consider yourself Muslim if you wish, 
Human contempt is the greatest blasphemy
We believe it, not unbelievers. https://t.co/gOhe5xpIfZ",hiçbiri,
8045,Row1428,Gavur dediğiniz insanlar olsa namazını kılmasını beklerdi. #HalkınVekiliGözaltında,hiçbiri,
8046,Row1453,"Bir Arabistan, bir İran’dır gidiyor! Bunlara “Yunan dölü” veya “gavur dölü” diyen büyüklerim haklıymış yahu..! Ananemin en baba kızgınlık lafı mesela. 😉 https://t.co/l8dsFvFu58",nefret,"etnik,dini"
8047,Row1482,Gavur dediginiz sizden daha cok müslüman. https://t.co/8P8RSrA5xp,hiçbiri,
8048,Row1484,"Cübbeli Ahmet Hoca(mı?)

Abi tüm gün TV izlemeyin der TV kanalı var, her şeye gavur icadı der
Tweeter var, youtube kanalı var ve abone az diye fırça atar, ya hoca bu ecnebi icadı teknolojiler ne zaman haram ne zaman değil bizi aydınlat yaaa sana helal bize haram mı?",hiçbiri,
8049,Row1506,"Gâvur tasmalı terörist için
HalkınVekiliGözaltında tag açmışlar,  hepsi yurtdışından...
#kravatlıteröristler",nefret,dini
8050,RowID,Tweet,Etiket,Alt Etiket
8051,Row2,Rusya'nın Ankara Büyükelçiliği'nden 18 Mart paylaşımı: 'Bugün Rus Aleksandrov Kızıl Ordu Korosu’nun icra ettiği Çanakkale Türküsü'nü paylaşmadan edemiyoruz' https://t.co/l7oxe27obY https://t.co/MincUxEMIe,hiçbiri,
8052,Row57,Kullanıcı adıma bakın ben rus oldum,hiçbiri,
8053,Row72,"Rus petrokimya devi SIBUR yatırım rotasını Türkiye'ye çevirdi
https://t.co/4viojr5KSP",hiçbiri,
8054,Row78,"Tüm bunlar ışığında Rusya'da büyük şirketler oligarkların olmasın diye yaygara koparan Putin'in Türkiye gibi Diktatörlüğün öykünüldüğü ülkelerde Çok seveni oldu. Yaptığı iş ahlaki mi? Tabii ki değil. 

Arkadaşlarına aklattığı milyonlarca dolar, Rus halkının parasıydı.",hiçbiri,
8055,Row81,"🔴Rus Karadeniz Filosu'ndan 6 denizaltı alarma geçirildi ve denizde konuşlandı.

🔴Türk Hava Kuvvetleri'ne ait AEW&C uçağı Karadeniz'de uçuş yapıyor. (Erken uyarı sistemi taşıyan uçak)",hiçbiri,
8056,Row82,Dün bir bilgi aldım Türkiye de Mülk alan Araplar veya Rus'lar 350.000 ₺ otomobilli vergi indirimiyle 200.000 ₺ alıyormuş. Defterdarlik maliye'de çalışan dostlar bilgi verirse sevinirim.Otomobil acentalarda çalışanda olabilir. https://t.co/AIhZygxJ8C,hiçbiri,
8057,Row101,"Azerbaycan, geçici bir süreliğine toprakları üzerinden Ermenistan'a Rus gazı sevkiyatına izin verdi

https://t.co/j2AIULIPPJ https://t.co/OXgvKqfG7L",hiçbiri,
8058,Row119,Bu kasaya sadece ve sadece rus kızları yükselir https://t.co/adFrVillRw,hiçbiri,
8059,Row133,"Tabi bunlar sadece düşünce. Böyle bir savaşın uzaması veyahut farklı silahların test edilmesi açısından belki 3. bir dünya savaşına bile yol açabilir. O nedenle dikkatli izlemek gerek...

Tek ümidim Ukrayna başta olmak üzere Rus işgalinin birçok yerde son bulmasıdır.",nefret,etnik
8060,Row134,Herkes bu bedelin yaptırım olacağını düşünüyor lakin kendi görüşüm yakın tarihte cereyan edecek Donbass Savaşı'nda Ukrayna ile ABD taraf olup Rus işgalinden ülkenin doğusunu kurtaracaktır. Bunun üzerine Kırım dolayısıyla yaptırımlar artacaktır ve Ukrayna NATO müttefiki olacaktır. https://t.co/Pejd6CC7wH,nefret,etnik
8061,Row137,Rus Bakan Türkiye hakkında konuştu! NATO üyeliği ilişkileri zorluyor! https://t.co/fLMAESoyWz,hiçbiri,
8062,Row155,Rus pasaportu da var; Shved etkisi yapar 😂,hiçbiri,
8063,Row177,"Akkuyu Nükleer Güç Santrali...
Rus Saha Mühendislerinden Alexey Ve Saha Görevlilerine..
Silifke Yoğurdunu Tanıttık...
Güzel Bir Sunum Gerçekleştirdik...
Yöremizin Kültürümüzün Lezzetlerini Tanıtmaya Devam Edeceğiz....
.
.
#şenelgıdasütvesütürünleri
#silifkeyoğurdu
#lezzetnoktasi https://t.co/o3YLfnMlyH",hiçbiri,
8064,Row198,Rus robut şirketi Promobot hiper-gerçekçi İnsansı robotlar için kolları sıvadı. https://t.co/DVxk2f7WB4,hiçbiri,
8065,Row251,"📌93 Harbi sırasında Erzurum'da Aziziye savunmasına katılan, Rus işgaline karşı Erzurum’daki halk direnişinin simgesi hâline gelmiş Türk kadın kahraman➡️NENE HATUN

(Tarih/Genel Kültür) https://t.co/rdNSfYLepR",nefret,etnik
8066,Row268,"KUŞADASI RUS MİSAFİRLERİNİ BEKLİYOR
@KusadasiBel @omergunel 
https://t.co/s7sqAlj3N2",hiçbiri,
8067,Row299,"Güvenli tatilin adresi Kuşadası Rus turistleri bekliyor https://t.co/kwHw9g6Y1X 
@KusadasiBel @omergunel",hiçbiri,
8068,Row322,Rus dili ve edebiyati (?) bolumuun adi boyle miydi neyse iste ilgimi cekiyo bi suredir 🧍🧍,hiçbiri,
8069,Row357,"1-Geçen yıl, Dünya Ekonomik Forumu, finans sektörünü hedefleyen yüksek profilli bir siber saldırı simülasyonu yürütmek için Rus hükumeti ve küresel bankalarla işbirliği yaptı; bu, küresel ekonominin “sıfırlanmasının” yolunu açacak gerçek bir olaydı.",hiçbiri,
8070,Row380,İlk defa seyrettim bu videoyu. Aralov’un hatıratında anlattığı bazı Rus diplomatlar da kayıtlara geçmiş. https://t.co/EcTIkzKgFk,hiçbiri,
8071,Row427,"James Bond serilerini izlerken bile Rus oyunculardan dolayı devamlı Rus aksanı ile İngilizce konuşulduğu için bir dönem Rus aksanı ile İngilizce makalaleri, öyküleri okuyordum🤣",hiçbiri,
8072,Row437,"Alman'a Alman diyor
Rus'a Rus diyor
Arap'a arap diyor
TÜRK'E TÜRK DİYEMİYOR!",hiçbiri,
8073,Row524,"Tebrikler, Türkiye! 
Aleksandrov Rus Kızıl Ordu Korosu’ndan #İstiklalMarşı
 
""İstiklal Marşı sessiz okunsun""
Aydın İl Milli Eğitim Müdürü Seyfullah Okumuş’un, koronavirüsün yüksek sesle konuşulduğunda daha hızlı yayıldığını gerekçe göstererek okullarda sessiz okunsun tekklifi https://t.co/7GxUKVfn8p",hiçbiri,
8074,Row533,TC kadınlarının psikolojisi bozuk. Rus kadınlarına kurban olsunlar. (Kendim her hafta piskoroğa ikibin tale veriyorumdur),nefret,cinsiyetçi
8075,Row575,"AKP'li Alpay Özalan'ın Gergerlioğlu'nu Meclis'ten çıkarmaya çalıştığı anlar! 
Sonra Türkiye neden dışlanıyor , dolar neden artıyor. 
Fezlekelerin tamamını geçirseydiniz Meclis’ten neyin nabzını yokluyorsunuz. Rus ve Çin demokrasine geçiş yaptık ! 
 https://t.co/und1elpdLt",hiçbiri,
8076,Row577,"Ermenistan 30 yıl sonra Azerbaycan boru hattı üzerinden Rus doğalgazı alacak.
Gazprom dün Azerbaycan Socar şirketi ile kısa dönemli transit anlaşması imzaladı. Buna göre, Socar Gazprom'dan aldığı doğalgazı Gürcistan’a sevk edecek, buradanda Ermenistan’ın güney’ine gönderilecek.",hiçbiri,
8077,Row585,#abd başkanı biden Putin'e vermiş veristirmiş. Şimdi kimse bir şey yapamaz naraları atıyor . Adamlar Suriye'de Rus askerine füze attılar bundan 4 sene önce .. Putin buna cevap verebildi mi !!! Yapar arkadaşlar bu düzende ne isterse yapar,hiçbiri,
8078,Row590,"#ABD’nin yeni başkanı #Biden, 20 Ocak’tan bu yana ilk kez #Rusya’yı doğrudan hedef aldı ve Moskova’nın bedel ödeyeceğini söyledi. 

https://t.co/ACaVj6DYga",hiçbiri,
8079,Row641,30 kasım 1919 tarihli Ermeni delegasyonu başkanı Boghos Nubar'ın Fransa dışişleri bakanına yazdığı mektup. Mektupta geçen ifadeler: Rus ordusundaki 150.000 Ermeni'ye değinmediğimiz Kafkasya'da 40.000'den fazla Ermeni gönüllü Ermeni vilayetlerinin özgürlüğü için katkı sağlamıştır. https://t.co/c3mjETbp3z,hiçbiri,
8080,Row653,"Anlaşmaya göre, Rus şirketler Suriye'nin Akdeniz'in doğu kıyısındaki Tartus ili açıklarında petrol ve doğalgaz arayacak.",hiçbiri,
8081,Row654,"Suriye'de resmi yayın organlarından Al-Savra gazetesi, Rusya menşeli iki şirketin Doğu Akdeniz'de petrol ve doğal gaz arama çalışmalarına başlayacağını açıkladı. Habere göre, Suriye rejimi Rus petrol arama firmaları Capital Limited ve East Med Amrit ile anlaşma imzaladı. https://t.co/TyBWdpXyik",hiçbiri,
8082,Row673,"Azerbaycan, Ermenistan'a Rus gazı sevkiyatına izin verdi
Rus enerji şirketi Gazprom'un geçici bir süreliğine Azerbaycan üzerinden Ermenistan'a doğal gaz sevk edeceği bildirildi.",hiçbiri,
8083,Row686,"Ana'yı okuyorum. Köylülüğü ile meşhur Ekim devrimi öncesi Rus halkı, Türk devrimi öncesi Türk halkından kat ve kat ileri",hiçbiri,
8084,Row696,"Azerbaycan, Ermenistan'a giden Rus gazının topraklarından geçmesine izin verdi
#Azerbaycan #Ermenistan #Rusya 
https://t.co/e83i8Z3ANb",hiçbiri,
8085,Row701,"Rus piyade saflarını adeta parçaladığını anlatır. Atlarıyla adeta bütünleşen delilerin manevralarına ayak uydurmak o kadar zordur ki, Sir Adolphus Slade, Rus topçusunun çok ender olarak Delilere zarar verebildiğinden bahseder.",hiçbiri,
8086,Row725,"Zeytin Dalı bölgesine saldırı hazırlığındaki 3 teröristin İHA’nın tespiti sonrasında  komandoların etkisiz hale getirdiği, operasyonda 3 tüfek, 2 Rus menşeili antitank mayını, C-4 kalıpları ve 5  el bombası ile çeşitli mühimmatın ele geçirildiği öğrenildi. https://t.co/LLI0XA7F6f",hiçbiri,
8087,Row756,"Rus askeri aracı Kırım'da kazaya sebep oldu

https://t.co/nl8lApNz8p",hiçbiri,
8088,Row759,"modern. az haber sitesi: ""Anlaşılıyor ki, Ermenistan, Rus barış gücüne mayın haritalarını vermiş ve onlar kontrol altındaki bölgelerde kayıpsız kendi işlerini yapıyorlar. Oysa Azerbaycan istemesine rağmen vermiyorlar; Rusya ise Ermenistan'ı bu konuda zorlamıyor. Muamma""",hiçbiri,
8089,Row761,Avrupa Birliği'nin aşı pasaportu hazır! Rus ve Çin aşısı olanlara pasaport yok... https://t.co/qjM5p4Di7a --- #sondakika #haber #sondakikahaber #haberler,hiçbiri,
8090,Row803,"KUŞADASI RUS TURİSTLERİ BEKLİYOR 
Rusya Devlet Başkanı Vladimir Putin’in yurt dışında tatil yapmak isteyen Ruslar için kısıtlama getirmeyeceğini duyurması, Kuşadalı turizmciler tarafından büyük bir sevinçle karşılandı.
https://t.co/RvnQV94OoA  @omergunel https://t.co/uaUSpJsEq1",hiçbiri,
8091,Row812,Rus piyasaları Biden’ın açıklamaları sonrası negatif https://t.co/febo9XCrUR,hiçbiri,
8092,Row814,"Bunu bile siyasete kullanıyor ya AB.. neye göre Rus ve Çin aşısı kabul edilmiyor. Yoksa farklı paktın devletleri olduğu için mi? Var mı bilimsel bir açıklaması.

AB'nin dijital corona aşısı pasaportu hazır: Türkiye aşı pasaportunda yok https://t.co/yb0YhJXmAE",hiçbiri,
8093,Row816,Rus muhalif ın senelerdir hangi hapishanede tutulduğu bilinmiyordu. Bizde terör örgütü başı krallar gibi hapis yatıyor bir eli balda bir eli yağda bu muhalefet Avrupada olsa 1 saat gezebilirlerdi artık Devlet sert yüzünü göstermeli.,hiçbiri,
8094,Row836,“Rüzgarsız havada dönen fırıldağın mutlaka bir üfleyeni vardır.” Rus atasözü,hiçbiri,
8095,Row860,Dosteyevski büyük Rus halkı derdi; devrimi önceledi; bizim Dostoyevski'cilerimiz halkı küçümsemek anladı bunu.,hiçbiri,
8096,Row880,"Şair, 1905 yılı Rus İhtilali sonrası Türkistan Türkleri arasında başlayan Cedidcilik Hareketi'nin Kazakistan'a taşınmasında rol oynamıştır. Ayrıca millî matbaanın kurulmasında, modern okulların açılmasında, millî tiyatronun gelişmesinde büyük hizmetler vermiştir.",hiçbiri,
8097,Row881,Abay kendi şiirlerine yaptığı bestelerle Kazak halk müziğine yenilikler kazandırmıştır. Diğer bestecilerden farkı Rus halk müziği ve bestecilerinin eserlerine önem vermemesidir.,hiçbiri,
8098,Row882,"Abay'ın eğitim ve öğretim alanındaki temel düşüncesi özetle şu şekildedir: Kazaklar öncelikle kendi dillerinde eğitim almalı, sonra Rus yüksekokullarına gitmelidirler. Yaşadıkları coğrafya bakımından Rusya'yı ve Rus kültürünü öğrenmeleri zaruridir. https://t.co/1ZdwClUq8i",hiçbiri,
8099,Row884,"Eğitimine bireysel çabalarla devam eden Kunanbay, kardeşi Halilolla Öskenbayev'in yardımıyla Rusçasını ilerletmiştir. Rus edebiyatının klasikleri yanında dünya edebiyatı klasiklerini de okumuştur. https://t.co/b46pg34EEt",hiçbiri,
8100,Row886,"Asıl adı İbrahim olan şair ilköğrenimine köyünde başladı, 10 yaşından itibaren Semey şehrindeki bir medresede din ilimleri yanında edebiyat, tarih, matematik, coğrafya gibi modern bilimler eğitimi de almıştır. Ayrıca Rus mahalle mektebine devam ederek Rusça öğrenmiştir.",hiçbiri,
8101,Row892,"‼️ 🇺🇸🇷🇺 ‼️  Rusya Federasyonu Maliye Bakanlığı: yaklaşık 10 Rus şirketi, İran'la ticaret yaptıkları için ABD yaptırımları altında https://t.co/6dus3aqxbR",hiçbiri,
8102,Row979,"Haydaa..

Göreve başladıktan sonra dış siyasette sessiz bir politika izleyen ABD Başkanı Joe Biden, Rusya'ya adeta savaş açtı. Biden, ""Bence Rus lider bir katil"" dedi. Kaynak Sözcü Gazetesi...",hiçbiri,
8103,Row982,"""USSOUTHCOM, Kongre’ye sunduğu Rusya’nın #GüneyAmerika’daki etkisine ilişkin raporuna askeri etkinin (31 ülkeden 17’si, Rusya’dan askeri eğitimi yardımı alıyor) yanı sıra, RT televizyonu ve Rus koronavirüs aşılarıyla ilgili anlaşmaları dahil etti.""

https://t.co/ivViPsNlto",hiçbiri,
8104,Row995,"Biden Putin' i tehtid etmiş ama bizim borsa sanki Rus borsası gibi tepki verdi. Şimdi endeks toparlar tam arkasından da Putin Biden' ı tehtid eder hadi yine aşağı... 😃

Kısa kenarı Türkiye olan Rusya ABD üçgenine hoş geldiniz.

Bi fırsat verin de çıkalım şu üçgenden.#TSKB
#xu100",hiçbiri,
8105,Row1022,"Rusya nasıl bir bedel ödeyecek.
Biden başkanlığı hemen sonrası Rus muhalifler sokaklara döküldü, sokak gösterileri sert şekilde bastırılınca bu sefer Donbass'ta çatışmalar yeniden alevlendi.",hiçbiri,
8106,Row1029,"ABD Başkanı Biden,Putin'e katil https://t.co/D6jaB0gegVğru söylemiş.Putin,34 Türk askerinin katilidir.27.02 2020'de Rus uçağı Türk taburunu vurdu 34 asker şehit oldu.Yaralıları almaya giden ambulanslar bile hedef alındı.Bu kasıtlı bir eylemdi ama kimse Putin'e katil diyemedi .",hiçbiri,
8107,Row1033,Rus kızlarını Ukrayna kızlarını red eden ben kürt kızlarının tribini yiyorum. Gelde isyan etme amk,saldırgan,
8108,Row1035,"Dolu Ev (Full House) oyuncusu Candace Cameron Bure'un eşi olan Rus Hokeyci Pavel Bure...

Tabi adam NHL yıldızı. Eşinden görmem de acayip oldu. Hatta Natasha Bure diye de kızı var diyeyim.

IIHF'e Rusya temsilcisi olarak giriyor. #HockeyTwitter #ErkeklerBuzHokeyi",hiçbiri,
8109,Row1050,"AZERBAYCAN'DAN ERMENİSTAN'A GEÇİCİ İZİN ❗

🔴 Kardeş ülke, Rus enerji şirketi Gazprom'un Azerbaycan üzerinden Ermenistan'a doğal gaz sevk etmesine geçici bir süreliğine izin verdi. https://t.co/0sjxvvruUi",hiçbiri,
8110,Row1053,"#Rusya; Duma sözcüsü Volodin, ABD Başkanı'nın Rusya Devlet Başkanı Putin hakkındaki yorumunun ""tüm Rus halkına hakaret ve incitici"" olduğunu söyledi. ABC News röportajında Biden, Putin'in başkanlık kampanyasına müdahale ettiği için ""bir bedel ödeyeceğini"" söyledi. @CGTNOfficial https://t.co/y142gwHm64",hiçbiri,
8111,Row1071,Rus turistlerin yeni gözdesi Mardin oldu https://t.co/Z5R4s0P5TD,hiçbiri,
8112,Row1147,"Kaldıraçlı işlemler piyasa bilmeyen insanlar için Rus Ruletidir, ocak söndürür. Aman bulaşmayın https://t.co/PF6BLB96CM",hiçbiri,
8113,Row1156,kafami biraz dagitmak istiyorum var misin rus ruleti oynamaya,hiçbiri,
8114,Row1160,"Samsun’da görev yapan bir Cumhuriyet Savcısı, sahte hesabı üzerinden bazı bakanlara hakaret ettiği iddiasıyla açığa alındı.

***

ABD, Rus muhalif lider Alexei Navalny davası nedeniyle Rusya'ya ihracat üzerindeki kısıtlamaları genişletecek

***",hiçbiri,
8115,Row1171,Bu adam Rus gibi düşünüyor çünkü asilimile olmuş tıpkı diğerleri gibi. Rusya'da özerk Türkler var. Onlar bize yeter zaten. Sibiryada keşfedilmeyi bekleyen çok yer var. Yakutistan zaten maden bölgesi. Burayı ellerinden kaçırsalar Rusya zor duruma düşer. https://t.co/Uh64zwlFu1,hiçbiri,
8116,Row1238,"Kafe çalışanının ""rus musunuz?"" diye sorması... Evet rusum ve Sivas'ta ülkemin soğuğuna hasretimi dindiriyorum.",hiçbiri,
8117,Row1245,Geçen netflixte uzayda 365 gün isimli Amerikan Rus ortak yapımı belgesel izledim. Amerikalı astronotu NASA Kazakistan’a Ruslara ait Baykonur fırlatma üssüne götürüyor 15 gün Amerikalı astronot Rus kozmonot beraber takılıp uzaya da beraber çıkıyorlar yaşıyorlar iniyorlar!,hiçbiri,
8118,Row1249,"7- Rus istihbarati ile iltisakli vekil aktorlerin secimlerde Biden karsiti yaniltici ve mesnetsiz soylemleri abartarak, ABD medyasini, devlet yetkilililerini ve ABD'nin unlu kisiliklerini etki altina almaya calismasi ve Trump'a verilen destegi arttirmak istemesi olmustur

SON

CU",hiçbiri,
8119,Row1250,6- Rus siber saldirisi gerceklesmemistir. Lakin Rus devletinin ve Kremlin cikarlarina hizmet eden onun vekil unsurlarinin ABD'de de kamu algisini ciddi anlamda tahrip edecek bir eylem icerisinde bulunduguna inancimiz cok yuksektir. Bu secimlerde Moskova'nin ana stratejisi +++,hiçbiri,
8120,Row1252,"4- ABD'nin niye boyle davrandigini anlamaniz acisindan daha anlamli olacaktir. Tam birebir cevirisi seklinde degil ama sunlar dile getiriliyor: Bu rapora gore diyorlar ki Rusya devlet baskani Putin ve bir grup Rus devlet kurumu, baskan Biden'i ve partisini+++",hiçbiri,
8121,Row1253,"BIDEN NEDEN PUTINE KIZDI

1- Bugun medyaya bir haber dustu. Buna gore ABD baskani Biden, Rus devlet baskani Putin'e agir tehditlerde bulunuyor. Bir yatirimci olarak esasinda olaylarin niye boyle oldugunu veya ne olabilecegini daha titiz incelemek +++

https://t.co/4BwrLGjNDa",hiçbiri,
8122,Row1261,Az önce 2 rus mühendis ve ben diplomaları yırttık. Limon satıyoruz şuan,hiçbiri,
8123,Row1310,"joe Biden,Rus lider Putine ""Beni tanıyorsun,kulağını keserim"" dedi. 😀",hiçbiri,
8124,Row1311,"""Katil, bedelini ödeyecek""

📌ABD Başkanı Biden, Rus Devlet Başkanı Putin'in seçimlere müdahale ettiğini ileri sürdü...

➔Bir televizyon kanalına konuşan Biden'ın, Putin'e söylediği sözler dünya gündemine oturdu!",hiçbiri,
8125,Row1321,"Mısır, Rus nükleer yakıtından alacağı yeni miktar üzerine anlaşma yaptı https://t.co/78QyIPAqkI https://t.co/90d1zG2gQW",hiçbiri,
